filepath,label
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_20_00000.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_20_00001.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_20_00002.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_20_00003.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_20_00004.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_20_00005.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_20_00006.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_20_00007.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_20_00008.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_20_00009.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_21_00000.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_21_00001.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_21_00002.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_21_00003.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_21_00004.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_21_00005.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_21_00006.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_21_00007.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_21_00008.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_21_00009.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_21_00010.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_21_00011.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_21_00012.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_21_00013.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_22_00000.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_22_00001.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_22_00002.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_22_00003.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_22_00004.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_22_00005.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_22_00006.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_22_00007.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_22_00008.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_23_00000.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_23_00001.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_23_00002.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_23_00003.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_23_00004.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_23_00005.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_23_00006.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_23_00007.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_23_00008.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_23_00009.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_23_00010.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_23_00011.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_24_00000.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_24_00001.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_24_00002.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_24_00003.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_24_00004.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_24_00005.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_24_00006.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_24_00007.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_24_00008.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_24_00009.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_24_00010.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_24_00011.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_5_00000.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_5_00001.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_5_00002.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_5_00003.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_5_00004.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_5_00005.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_6_00000.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_6_00001.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_6_00002.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_7_00000.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_7_00001.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_7_00002.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_8_00000.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_8_00001.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_8_00002.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_9_00000.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_9_00001.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\NORMAL_CALLS\prosody_normal_9_00002.npy,0
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_1_00000.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_1_00001.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_1_00002.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_1_00003.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_1_00004.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_1_00005.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_1_00006.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_1_00007.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_1_00008.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_1_00009.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_1_00010.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_1_00011.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_1_00012.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_10_00000.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_10_00001.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_10_00002.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_10_00003.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_10_00004.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_10_00005.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_10_00006.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_10_00007.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_10_00008.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_10_00009.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_11_00000.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_11_00001.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_11_00002.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_11_00003.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_11_00004.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_11_00005.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_11_00006.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_11_00007.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_11_00008.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_11_00009.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_11_00010.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_11_00011.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_11_00012.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_11_00013.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_12_00000.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_12_00001.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_12_00002.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_12_00003.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_12_00004.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_12_00005.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_12_00006.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_12_00007.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_12_00008.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_12_00009.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_12_00010.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_12_00011.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_12_00012.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_13_00000.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_13_00001.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_13_00002.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_13_00003.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_13_00004.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_13_00005.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_13_00006.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_13_00007.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_13_00008.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_13_00009.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_13_00010.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_13_00011.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_14_00000.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_14_00001.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_14_00002.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_14_00003.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_14_00004.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_14_00005.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_14_00006.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_14_00007.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_14_00008.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_14_00009.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_14_00010.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_14_00011.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_14_00012.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_14_00013.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_15_00000.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_15_00001.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_15_00002.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_15_00003.npy,1
C:\Users\RadhaKrishna\Downloads\Real-time scam analyzer\features\SCAM_CALLS\prosody_scam_15_00004.npy,1
